,Drift Rate,Boundary Separation,Non-decision Time,SAT
0,0.7565975545009123,0.5524423155586229,0.3205557047848293,Speed
1,2.64315902651504,0.6365968970906958,0.42218656466718063,Speed
2,1.1989737010632344,0.666389579627858,0.2079715126106627,Speed
3,1.48916151365279,0.7926083899789155,0.4072364873312391,Speed
4,1.797666978316962,0.6420454518079899,0.33214591394979176,Speed
5,1.3492186788437928,0.5770786182630551,0.4193538587314235,Speed
6,0.6455169663860211,0.5752120790763705,0.17723230664628026,Speed
7,1.8615093075329572,0.5957892907608159,0.4098682338863748,Speed
8,1.916822343328474,0.7276624094533399,0.44660506534172784,Speed
9,0.7358661856897619,0.6953092344690618,0.3581695289490888,Speed
10,0.9596398592417363,0.6251393311812165,0.41341303881714886,Speed
11,0.8839985788932885,0.6754462185295629,0.2078429137465621,Speed
12,1.4609019667554117,0.788652201765943,0.38613472326795184,Speed
13,0.5011312331378984,0.7763515619035315,0.3817972349165948,Speed
14,0.8448034393027423,0.6274133146735674,0.28268542212949327,Speed
15,1.416485796908641,0.6823967528677741,0.3881656059640263,Speed
16,1.5235353926964625,0.7865981897104426,0.3581878751662865,Speed
17,1.1742798304572988,0.5876170013934832,0.37051343702234,Speed
18,1.0480631512946383,0.6968073829555831,0.33331538185421683,Speed
19,0.4965154628888676,1.073749392992149,0.16057003333241598,Speed
20,2.288327611863174,0.5790967015636584,0.31888875107273984,Speed
21,1.8906487085465944,0.7526194578084343,0.34299428096946427,Speed
22,1.0111675858100402,0.7145063600452319,0.35697687495159314,Speed
23,1.065463169280926,0.7836083701821677,0.46613962348406535,Speed
24,0.884697227117561,0.8911540804199246,0.2753025603230951,Speed
25,2.1542969433533603,0.6522070723303683,0.4692276968512042,Speed
26,0.9288525895402032,0.5,0.32802253316380203,Speed
27,1.7427364185543344,0.5412648882701966,0.44073731185344767,Speed
28,1.5870608488381843,0.5373763901275938,0.3172348179134379,Speed
29,0.806214877324298,0.8139445541943174,0.4797992541343142,Speed
30,1.236295945021102,0.6195871082075215,0.2957570240178126,Speed
31,1.3619598717860537,0.9100375484376557,0.3559156629584867,Speed
32,1.6313576275941222,0.6504883637183096,0.35246800239520115,Speed
33,0.48056064534619175,0.5884324113937682,0.16911485332434084,Speed
34,1.412237582482828,0.5,0.29767241433553543,Speed
35,1.7881292052400286,0.5,0.39805940247043425,Speed
36,0.9952671466131076,0.7589714802657866,0.28793269009704975,Speed
37,1.6931959686754843,0.5218378772368759,0.28261336010295984,Speed
38,1.9525399672839312,0.604082824013233,0.2879229529015946,Speed
39,0.8761391480405948,0.6434794759430514,0.33728301305831604,Speed
40,2.2947107307175756,0.7891000381454497,0.3061204668242363,Speed
41,1.5852078738621633,0.5877358019202101,0.3238783834242278,Speed
42,1.2330949807920817,0.6717796592960695,0.34165015483044026,Speed
43,0.7051154942982006,0.7046297350162909,0.31170372445696726,Speed
44,2.07908170397639,0.6571788284371763,0.36823297244441366,Speed
45,1.2338755200169238,0.688749322813183,0.35952281669957653,Speed
46,1.67654402450209,0.7247605047838439,0.2918039529513684,Speed
47,0.908763676358144,0.9014190341959057,0.3768576261734659,Accuracy
48,1.1415050054610423,1.1008855182576445,0.4646656242056365,Accuracy
49,1.4355713115526894,0.7360313819208216,0.3435127028321362,Accuracy
50,1.6363809252286161,4.211432448705517,0.5833927571849319,Accuracy
51,1.0010596416918138,0.9032418213327524,0.34687904675836434,Accuracy
52,0.9828036862654211,0.8898846632178505,0.49596659883855776,Accuracy
53,0.8940602482000618,0.7073656922234772,0.3671484024088961,Accuracy
54,1.8791577443658263,0.7625249907587377,0.5307850633823494,Accuracy
55,1.2639603137121675,0.9783343433621727,0.4706562365245915,Accuracy
56,0.4808725769143097,0.884709389881501,0.3789666736377757,Accuracy
57,0.37575453817448895,1.1230724492748754,0.42538178531848947,Accuracy
58,0.8302474987301838,1.004611275763823,0.44058353857504856,Accuracy
59,0.7817082332758956,1.1667714781022942,0.4342617368899236,Accuracy
60,0.6165981676137903,0.97539545317576,0.45130037392429856,Accuracy
61,0.49717078347938426,1.0785666197911519,0.26785595030434145,Accuracy
62,0.9641966644685818,1.1139217545162408,0.47000992183922186,Accuracy
63,0.8855685861681848,1.0943138938138521,0.3428459540720915,Accuracy
64,0.621102870573258,0.8783837723131741,0.406133183846655,Accuracy
65,0.7657100985689035,0.9812801204830257,0.2640814777317454,Accuracy
66,0.4372394956685984,1.3191365343772872,0.22451530962124205,Accuracy
67,1.2326688292985855,0.9173216099580827,0.3990266671748684,Accuracy
68,1.1979958868961516,1.0175416307651766,0.4429934374563303,Accuracy
69,0.7082795746309996,0.9695293681366689,0.45854297278987144,Accuracy
70,0.603038018264561,1.2720275427034708,0.5047736410749234,Accuracy
71,1.0968940496746133,0.9290720439479322,0.4657013919224587,Accuracy
72,1.1441574436572761,1.040761934045553,0.5095307531816747,Accuracy
73,0.9238593104148534,1.0061860314831341,0.5703835819552787,Accuracy
74,1.2259587560812792,0.8238517453349532,0.5364120540570573,Accuracy
75,1.8187304201267187,0.7436281244762806,0.47724552314455293,Accuracy
76,0.5709031161964001,1.1199214499214936,0.7050517645720471,Accuracy
77,1.3275328420903925,0.71815159045813,0.40946299354387977,Accuracy
78,1.3107509634408394,1.1035929573590129,0.37252288864620253,Accuracy
79,1.4203529636903,0.9688411216446121,0.45569018948629564,Accuracy
80,1.4437430589233033,0.9255659349430384,0.5089932581553289,Accuracy
81,1.6174551514173527,0.7176921390670535,0.34474867996772995,Accuracy
82,0.9837532078698731,0.7947172817443353,0.5160463435523204,Accuracy
