,Parameter,Difference
172,Boundary Separation,-0.8963813364027056
173,Boundary Separation,-1.0366005297483896
174,Boundary Separation,-0.9531046017644351
175,Boundary Separation,0.16776906858802232
176,Boundary Separation,-0.07219107759057097
177,Boundary Separation,-1.3505681730877241
178,Boundary Separation,-0.6166084034339561
179,Boundary Separation,-0.2882588875373596
180,Boundary Separation,-0.14527083019606368
181,Boundary Separation,-0.5939014938772655
182,Boundary Separation,0.030773820481357572
183,Boundary Separation,-1.0600020927293112
184,Boundary Separation,-0.14387550524864312
185,Boundary Separation,0.2585333467917331
186,Boundary Separation,-0.8161019711546686
187,Boundary Separation,0.2576572835910419
188,Boundary Separation,-0.7345860905911917
189,Boundary Separation,0.06715037872932372
190,Boundary Separation,-0.3098460460004355
191,Boundary Separation,-1.2029321037568983
192,Non-decision Time,-0.026232285301975466
193,Non-decision Time,0.019498562964010424
194,Non-decision Time,-0.033540738328546704
195,Non-decision Time,-0.05515469516293381
196,Non-decision Time,-0.005107588268146335
197,Non-decision Time,-0.013322356024371818
198,Non-decision Time,-0.0720834738238012
199,Non-decision Time,-0.027622039090264616
200,Non-decision Time,-0.0843196741026756
201,Non-decision Time,0.17258988497191952
202,Non-decision Time,-0.0533296018396609
203,Non-decision Time,0.020893952909407765
204,Non-decision Time,0.006115978199112249
205,Non-decision Time,-0.014453323588395295
206,Non-decision Time,-0.0037414647029934134
207,Non-decision Time,0.016304732867695404
208,Non-decision Time,-0.019144528370309277
209,Non-decision Time,-0.02515990531779244
210,Non-decision Time,-0.011959245758255077
211,Non-decision Time,-0.07163986388939336
212,Non-decision Time,-0.1225132246889431
213,Non-decision Time,-0.08319252015678619
214,Non-decision Time,-0.09447038699741261
215,Non-decision Time,-0.1280411090516133
216,Non-decision Time,-0.1138932638806
217,Non-decision Time,-0.20648208283117742
218,Non-decision Time,-0.2310071118729706
219,Non-decision Time,-0.1636189729464282
220,Non-decision Time,-0.11323672045665056
221,Non-decision Time,-0.1926950757231223
222,Non-decision Time,-0.0804025485195268
223,Non-decision Time,-0.0691408010307426
224,Non-decision Time,-0.015192613832927887
225,Non-decision Time,-0.08044178580273051
226,Non-decision Time,-0.12143777311871551
227,Non-decision Time,-0.0902893190540752
228,Non-decision Time,-0.24786244745572272
229,Non-decision Time,-0.15345279328537909
230,Non-decision Time,-0.12580574916273518
231,Non-decision Time,-0.06687985468687302
232,Non-decision Time,0.0740275686992046
233,Non-decision Time,0.10708557033542461
234,Non-decision Time,-0.011690986078825905
235,Non-decision Time,0.015480216292674487
236,Non-decision Time,-0.013272185381079826
237,Non-decision Time,-0.036638534182144966
238,Non-decision Time,0.1602556080197529
239,Non-decision Time,-0.0038147630389676057
240,Non-decision Time,-0.05218147245974569
241,Non-decision Time,-0.0818535259772647
242,Non-decision Time,-0.08706953145250623
243,Non-decision Time,-0.07564376388480698
244,Non-decision Time,-0.04390348384646964
245,Non-decision Time,-0.056353891047635996
246,Non-decision Time,-0.024418604263812926
247,Non-decision Time,-0.051563943046303407
248,Non-decision Time,-0.0396344416367147
249,Non-decision Time,0.005492713072869304
250,Non-decision Time,-0.04539966584581551
251,Non-decision Time,-0.02095543203893202
252,Non-decision Time,-0.09929551037404241
253,Non-decision Time,-0.03170726115803957
254,Non-decision Time,-0.044477112519987594
255,Non-decision Time,-0.1371227342966423
256,Non-decision Time,-0.0020199657188973985
257,Non-decision Time,-0.018779713580892893
258,Non-decision Time,-0.03742711772963342
259,Non-decision Time,-0.06005314558362307
260,Non-decision Time,-0.009117931369457544
261,Non-decision Time,-0.028574754064755126
