,Boundary Separation,Drift Rate,Effective Inhibition,Non-decision Time,SAT
0,0.7550953659358735,0.9446104759195556,-1.5843724385886984,0.4001588834629597,Accuracy
1,1.001273026319387,0.6714066073887006,5.306250086056397,0.2791562572182805,Speed
2,0.6413147938134607,1.5053064027430956,-6.583786739947829,0.5522670874602638,Accuracy
3,2.3579152992767565,2.604566252742813,6.717635253410093,0.3223472868982082,Speed
4,1.4880486969239923,1.3872202473568669,2.387567060762525,0.2268481766648086,Accuracy
5,1.2907834759900738,1.1376942377869017,4.723714074249101,0.1721959664125326,Speed
6,8.50474664841717,1.3201125293114029,0.483452240158678,0.1014346901339593,Accuracy
7,1.5288055425014058,1.6102839518148575,2.6340240984876555,0.308361926266696,Speed
8,1.5442750023867071,1.0874577964666357,2.287181713355473,0.2870586949576511,Accuracy
9,1.4966002347426537,1.6405470567539142,5.623888898294541,0.2799565877885338,Speed
10,1.5343363672623336,1.0841692530010942,1.796400184075757,0.3734978139284768,Accuracy
11,1.0063154812134265,1.400323923090809,4.844956633278565,0.3824326876668605,Speed
12,1.2362683767637916,1.0310047392637285,3.159791481884219,0.3001404191642361,Accuracy
13,1.4213106808239997,0.4616042035387124,5.611065845635306,0.1007473493138002,Speed
14,1.731581027148545,1.9537851302557003,2.717062888636268,0.4032768275358045,Accuracy
15,1.0780492561435269,1.7887208101201812,5.256944515418371,0.374944527176714,Speed
16,3.4574346737314974,1.6460725417352688,1.8663747873332244,0.1093829115717365,Accuracy
17,1.6515559923337326,1.9261073144576133,4.028620481292383,0.3654014683370774,Speed
18,1.5851385276978327,0.4950362503954578,1.8598675511863432,0.2427436587271669,Accuracy
19,0.7549171990363917,0.724764760912929,0.9964149762140958,0.3542378247126753,Speed
20,1.408160118367086,0.3846091530387475,0.7553034074784878,0.3665748209636961,Accuracy
21,0.8578682378562554,0.9653659193977862,3.057995504773774,0.3883711855510839,Speed
22,0.5006060611458016,1.1373355422376332,-12.003484368049632,0.5317283910328322,Accuracy
23,1.923791356981846,0.7274723068688111,4.685707908830079,0.1038692211284008,Speed
24,0.8939705534891642,0.8276301050116665,-1.6025773908686949,0.4954827410308947,Accuracy
25,1.382345085275492,1.391581733423522,2.671792861891902,0.3235363522979921,Speed
26,1.221152364932424,0.6240612800263923,0.940014408247168,0.3985320506023134,Accuracy
27,1.2789324379209257,0.5398226366731464,2.431974368192217,0.3100218488318224,Speed
28,1.5387350130022477,0.5019553341375611,1.1804709795811692,0.196847025536253,Accuracy
29,1.7354408304743028,0.5891941166066088,3.578147250318562,0.1009815897838398,Speed
30,1.6453280828740795,0.9791458109470031,1.0150323982211515,0.3490879900272742,Accuracy
31,1.3622169418695549,1.5474666438094988,3.8646807016277607,0.3205395106528529,Speed
32,0.6013875062164988,1.1801882961717811,-7.624741611560791,0.4479381142253109,Accuracy
33,1.36046270891327,1.6645576344362525,3.024030848541916,0.3041762059911229,Speed
34,1.1186434499098032,0.6287914621887404,1.3404241178921552,0.3710804280637405,Accuracy
35,1.2455338292417988,1.3080885580031298,5.385177634030612,0.315449721543337,Speed
36,1.8405575195947028,0.918714448822744,2.1223108186111888,0.1918868202593489,Accuracy
37,1.075903853599847,1.0690419076665236,3.379362666670511,0.3067591156406567,Speed
38,1.9837413054728907,0.4465683598714202,0.8200210421129669,0.1022833328969592,Accuracy
39,1.5608806225015943,0.4826191403185923,1.239155803144671,0.1004789714491911,Speed
40,1.0021461110205214,1.222707188097684,0.5933815792183222,0.38650497527562,Accuracy
41,0.8347810591841576,2.1467556095326232,5.062656389906285,0.3069597499977579,Speed
42,1.5756054809333238,1.2244882780489248,1.5184505103934014,0.3605133496681137,Accuracy
43,1.5652471552641822,1.8397792574430911,3.886881672496604,0.27554011694809,Speed
44,1.365441968448351,0.7340479189166663,1.250413128586211,0.3718750221548713,Accuracy
45,1.2749575505923283,1.0668623454254065,3.248096229117186,0.2932567983972283,Speed
46,2.336168648261592,0.6333774917771647,1.0667580105091203,0.3059878254311522,Accuracy
47,2.318825768513316,1.181317865866395,3.4485274535396275,0.3121290159191948,Speed
48,1.5772404486389575,1.2339555719060349,1.8845136577286037,0.3651371612774708,Accuracy
49,2.334114452560312,0.9102853327204776,2.919402012819844,0.151291836694754,Speed
50,1.66164055098788,1.1933829350742429,1.496729270666832,0.4164759228022072,Accuracy
51,1.6720540915343154,2.127721041746012,6.073114630017739,0.4112133914714826,Speed
52,2.0267471498354057,1.0514298960576711,1.9691524764409931,0.4482111711825282,Accuracy
53,2.217764037245982,0.8357348989679495,12.095725547498551,0.2569149393896972,Speed
54,1.43583722830154,1.402594186965361,2.2223641397271736,0.4358686966508818,Accuracy
55,0.8914004572216614,1.646841373863652,5.883998567517772,0.4181815227049785,Speed
56,1.7776018082345022,1.890295662113058,2.6492342936722317,0.3406800141089643,Accuracy
57,1.2528347075423198,1.4001154027003937,7.507290548371561,0.2764146686890407,Speed
58,2.968412950845821,0.6734685047403813,1.3310716060792676,0.2947356381503842,Accuracy
59,1.4400179625408709,0.7850736068177031,2.36586283157383,0.390128511896459,Speed
60,1.0599308505237517,1.36452573046712,2.6980540885364115,0.3698678621428161,Accuracy
61,0.9952075156327816,1.1730810648628864,3.987984040829456,0.2604566801454384,Speed
62,1.789888505157173,1.402571815487912,1.3542741603177164,0.2608655516883331,Accuracy
63,1.5244268546920474,1.4384070704120142,2.181373559525001,0.2813794068436508,Speed
64,1.8794296386565463,1.5068410102876142,2.0179306451570738,0.3318545533364695,Accuracy
