,Parameter,Difference
0,Drift Rate,-0.7574991300556353
1,Drift Rate,0.04062589689635043
2,Drift Rate,-0.777389321752656
3,Drift Rate,-0.3431499342885673
4,Drift Rate,0.6863816499073412
5,Drift Rate,0.09600492740053346
6,Drift Rate,-0.6131757510996914
7,Drift Rate,-0.5553107582320722
8,Drift Rate,-0.35680063715996235
9,Drift Rate,-0.27726221353264413
10,Drift Rate,0.879854392317382
11,Drift Rate,0.39932340890897544
12,Drift Rate,0.11124285832147773
13,Drift Rate,-0.8380431619951887
14,Drift Rate,-0.3999336107394924
15,Drift Rate,0.5134675953549941
16,Drift Rate,0.8851754561695842
17,Drift Rate,0.8250963241284168
18,Drift Rate,0.1836885261674297
19,Drift Rate,1.151601801030044
20,Drift Rate,-0.8933137535611047
21,Drift Rate,1.431105498970111
22,Drift Rate,1.6533396114128194
23,Drift Rate,0.08788260136961812
24,Drift Rate,-0.7567605451889259
25,Drift Rate,-1.120081220897963
26,Drift Rate,-1.246297869439245
27,Drift Rate,-1.8173821484926436
28,Drift Rate,-1.576374881810381
29,Drift Rate,-1.916963845048952
30,Drift Rate,-1.8886351015110738
31,Drift Rate,-1.4422784272277656
32,Drift Rate,-0.6276334890408498
33,Drift Rate,0.06308565298661817
34,Drift Rate,0.7235521844583312
35,Drift Rate,-0.028199380046343814
36,Drift Rate,-1.5116252478433303
37,Drift Rate,-0.9109519179790552
38,Drift Rate,-0.3830368283085144
39,Drift Rate,-0.604519116274605
40,Drift Rate,-0.9418157609222965
41,Drift Rate,-1.1544343443267953
42,Drift Rate,1.1564234317986526
43,Drift Rate,-0.17185573130687248
44,Drift Rate,-0.4833970103512729
45,Drift Rate,1.10668969424181
46,Drift Rate,1.0217953005458151
47,Drift Rate,0.25729326024948707
48,Drift Rate,-1.4815043424726455
49,Drift Rate,-1.3714095289820465
50,Drift Rate,-1.2937573138331464
51,Drift Rate,-0.3090954371851624
52,Drift Rate,-0.06858728189440733
53,Drift Rate,-0.19978562317590942
54,Drift Rate,-0.45857776360742264
55,Drift Rate,-1.3405862694378603
56,Drift Rate,-0.7579506320912696
57,Drift Rate,-0.9915591236967021
58,Drift Rate,-0.6755119553359314
59,Drift Rate,-0.032694659618179855
60,Drift Rate,-0.44543201408137034
61,Drift Rate,0.05339666512418928
62,Drift Rate,-0.5631788606161406
63,Drift Rate,-0.23564453808572217
64,Drift Rate,-0.4456994149976745
65,Drift Rate,0.033142750981855595
66,Drift Rate,-0.23750429657682348
67,Drift Rate,-0.3185172722081271
68,Drift Rate,-0.577480140363228
69,Drift Rate,-0.2336720333466542
70,Drift Rate,0.2765028703672505
71,Drift Rate,0.1586500642962061
72,Drift Rate,0.5368250486568318
73,Drift Rate,0.2540756462636824
74,Drift Rate,0.049171282327047594
75,Drift Rate,-1.0437029896436183
76,Drift Rate,0.006970351127209451
77,Drift Rate,-0.7328941064439594
78,Drift Rate,-0.1587135218931497
79,Drift Rate,-0.5538894581282685
