,Drift Rate,Boundary Separation,Non-decision Time,SAT
0,4.886591541515577,1.173918402410004,0.3432360296659154,1
1,5.255924057179608,1.0831759887494785,0.3401335866441718,1
2,4.993867005692354,1.0476229966857755,0.2577191788438558,1
3,1.7694131033517924,0.8989995099175598,0.26410279499766603,1
4,2.5760970644763197,0.6026015736353709,0.22777939848519896,1
5,2.4455254140364193,0.910600774269342,0.2518559610681798,1
6,3.6390972589913697,1.1750349641367661,0.24486058213357853,1
7,3.017417751173074,1.208609456166116,0.20247371133060937,1
8,2.9065617058726447,0.9390298310984667,0.2259308204549031,1
9,1.1322126993597361,0.7188115364980594,0.2097097338110549,1
10,2.6355668152792484,1.0510556443258487,0.22476416644760194,1
11,1.5046396477623942,1.0172519660471095,0.226385746281054,1
12,1.9507191702141535,0.8508183317536852,0.21259017278375086,1
13,2.6358188357820813,0.8319725546246459,0.3258770329477106,1
14,3.4465888607064104,1.4477375184092356,0.18864412766155086,1
15,3.9757749514491625,1.0833989057111193,0.28807817469347874,1
16,3.096994971136745,0.5316851554053703,0.29346522036874423,1
17,1.9989166164221606,0.970440379946938,0.3763111938821228,1
18,5.608196176166394,1.3097658762499977,0.24246939446245963,1
19,3.4196649131523595,1.1929988289225149,0.2403888013435223,1
20,2.5685937925996285,1.192447298425148,0.35002424910628704,2
21,2.0430689269939215,1.2840068923565402,0.4007684176246049,2
22,2.6341805771188955,1.3647654232703734,0.29407386083313364,2
23,1.168612957722952,1.2281264830570782,0.32007764981489595,2
24,3.9559531518845397,1.4715724829290615,0.30228559971800956,2
25,1.103077398823877,0.7088673943171149,0.33918016826930214,2
26,2.7385482018794463,1.2305782519026578,0.2598832537711048,2
27,2.5354568554043,1.950989939100735,0.2680518049629824,2
28,2.1546561456272637,1.367243539009686,0.3198318686857474,2
29,1.6345493144702266,1.4148722688547601,0.21021640329543922,2
30,1.989851637388717,1.1796799413094938,0.25123351688407375,2
31,1.776724973009699,1.4609120910905171,0.473201026680705,2
32,1.6984320712198833,0.9385766149752401,0.32236162832109105,2
33,2.5887997005560646,1.4462478939610388,0.530568716380103,2
34,3.0432676914565464,1.3685931193539491,0.2910472380602623,2
35,2.35431426810305,0.7809200672776638,0.3755017588307108,2
36,3.451852015881121,1.2818300140536734,0.3478865207119498,2
37,1.0669380467101437,1.7176416767101337,0.41323427810974345,2
38,3.0137927472631247,1.3869904897842404,0.3693929605177041,2
39,2.257032376143599,1.5346354201310848,0.3291660770927164,2
