,Boundary Separation,Drift Rate,Effective Inhibition,Non-decision Time,SAT
0,1.7127651671482904,1.803836216883301,5.406466386875827,0.2229828398672855,Accuracy
1,1.891457692135952,1.174212817125868,6.910223743311635,0.1406735926793872,Speed
2,2.502982639342916,1.5514660442720205,8.954516591292588,0.2002339886543032,Accuracy
3,4.638593917367987,0.7481359719604003,11.062571816510353,0.1089365176620893,Speed
4,1.8173699831476664,0.2579162529837531,7.345957426922518,0.1001106828417333,Accuracy
5,1.405479210654522,0.1730356347569537,7.958370728223496,0.1007074037822911,Speed
6,1.3015556303125502,2.387329352368762,9.928762747924264,0.2590394023284862,Accuracy
7,0.8841013407966223,2.2249347753017785,10.034596171371543,0.2716004649633568,Speed
8,1.8683728040518264,0.4726205634749564,7.342938549835943,0.1009189540948483,Accuracy
9,1.4497301892067438,0.2517874260639215,8.292562991632657,0.1009714172748957,Speed
10,1.6622909228997744,2.116562340823786,11.599770384904346,0.229362287467059,Accuracy
11,1.7650349784660313,1.6781383142518562,10.804379879713402,0.1894980391703934,Speed
12,9.08030381061428,1.5728920044353172,11.47889625610394,0.1121519361138542,Accuracy
13,8.10888757492937,1.2372358375428458,13.717827634562088,0.1186124077801535,Speed
14,0.8700131065580559,1.7794791384581063,3.3756252428970077,0.2550510188832613,Accuracy
15,8.21726107018748,1.3004933470067035,14.77360232781081,0.1066452774979175,Speed
16,3.147467273703201,1.9380586066433605,9.612583534182354,0.1964245251599842,Accuracy
17,1.6230202601427046,1.5823098102647566,9.642135349769394,0.2279354460473077,Speed
18,1.0337069026086017,1.6013263850802435,7.703557423462882,0.2401164333015544,Accuracy
19,4.086346029316289,0.8321320762533915,11.452336092231798,0.1065486832232832,Speed
20,1.4335363313243676,0.1081095726280705,7.849257893224065,0.1004240526271829,Accuracy
21,1.3012597517813722,0.1342732019639254,7.75450580204463,0.1007499999900112,Speed
22,1.0693627239280836,1.278491946575307,2.8938478940544945,0.2254227934557346,Accuracy
23,2.236287189523233,0.5411674992601709,9.258683815887542,0.1193417396113512,Speed
24,2.5591306379049747,0.8266149441228984,6.976135810733504,0.1000523163747341,Accuracy
25,1.715345784257944,0.2663541176351763,8.00653226836233,0.1003678424897678,Speed
26,0.5858332657511234,0.5621555999594012,3.70618757442556,0.1703475848447456,Accuracy
27,0.8008385721539426,0.0,10.251276711435075,0.1416468711831052,Speed
28,2.1822896084281886,1.2095044417509244,8.550827940087613,0.2384134548923005,Accuracy
29,6.103580018303646,1.0213936007754034,8.859429037973559,0.1133215912878392,Speed
30,0.8263784118522368,0.5926979603240992,4.808270765220452,0.1783265791964269,Accuracy
31,1.2663855820706131,0.0032696263566451,8.344986790107045,0.1289583837602051,Speed
32,1.997338418951223,0.4951178930632828,9.328744684730903,0.1009520603554768,Accuracy
33,1.5738643980961564,0.3895365507404947,10.992447785930093,0.1068775753761672,Speed
34,1.6188915833086952,0.897367530373262,4.607077055040648,0.1001048872070066,Accuracy
35,0.8439290298073798,0.3342284419424812,6.383024058448279,0.1218805795538121,Speed
36,1.8119681227104816,2.5109552175389065,6.700442489384114,0.3402073594360113,Accuracy
37,1.6851083859465257,2.2900497648356644,6.126475739239905,0.3280220222270227,Speed
38,2.7164701754597127,0.4692754354102502,8.926911990687046,0.1000574538915148,Accuracy
39,2.232160944497008,0.2731042719515734,9.9159438761317,0.1004136088892827,Speed
40,1.1977406041542684,0.0289525673917694,7.661437267201854,0.1002923730301876,Accuracy
41,1.248981635642803,0.2011846223568447,9.620689334390637,0.1042952844569113,Speed
42,1.6342079618608962,0.6392233854485734,4.792178164920718,0.1055443829554497,Accuracy
43,1.5440385319345675,0.2268271104407406,6.798580621919268,0.1007673465497295,Speed
44,0.7295772228483131,0.182679201973656,5.966056138468619,0.146904444818517,Accuracy
45,0.500246782309997,0.0,8.002525547080596,0.164483466436322,Speed
46,2.0951151726043244,0.3813182581655001,6.534814368886942,0.1006514198322038,Accuracy
47,1.56216154969441,0.0580328013646313,8.470451787200979,0.1005759890617026,Speed
48,1.7114079559324002,0.7301747182329955,3.354306466790789,0.1013298850860027,Accuracy
49,0.5011625121467187,0.1728319870384793,5.232823383940115,0.1579844602342336,Speed
50,1.964011486692512,0.6188816533196012,8.461769259407598,0.1016963945219441,Accuracy
51,2.744444769159802,0.4068984140160227,11.842241017795091,0.1037297888923454,Speed
52,0.9114414152940656,1.5987143970581617,3.898198538590429,0.2111558078281533,Accuracy
53,2.697345186042824,0.7996161766004184,11.994508443548504,0.1019049508161692,Speed
54,4.624942037515025,0.0,12.411778964840412,0.1005626201604086,Accuracy
55,2.4095940020122453,0.1089809797014131,10.263966883570856,0.1011246728496379,Speed
56,1.989632970768684,0.4670153828246039,6.65362819152495,0.1005996772129738,Accuracy
57,1.31045951090616,0.2204099592881239,8.365747130805039,0.1005581317964235,Speed
58,1.4141378538180582,0.1219441608257742,5.849049670283191,0.1006624731327932,Accuracy
59,1.4491478533577058,0.0938909399239572,7.53148025903334,0.1000948386850327,Speed
60,1.060337060020979,0.0658008458758897,7.435493858030991,0.1148004092179456,Accuracy
61,1.2898285872976287,0.1313663716078665,8.048412604847881,0.1017388406303446,Speed
62,0.8439832708311314,0.1984130086448179,6.239326807143804,0.1447516789070351,Accuracy
63,1.0543126600337205,0.3539009834569457,8.227291286904238,0.1240418598339127,Speed
64,1.4202484776225082,0.1218388299723291,5.866972548235844,0.1001089898861083,Accuracy
65,1.4490430377358918,0.0938608111554935,7.530132220363882,0.1004153198474639,Speed
