,Drift Rate,Boundary Separation,Non-decision Time,SAT
0,0.299812338464679,0.5,0.27211518240714305,Speed
1,2.0949625336569535,0.5609649119309525,0.33974964836823507,Speed
2,0.0,0.8612479834023208,0.1271058793442515,Speed
3,3.90837420503003,0.7336352655462123,0.3166506364925421,Speed
4,2.2011880179402183,0.7878877454196807,0.21386626895887983,Speed
5,1.5258405506605113,0.596106468282646,0.2503465622510653,Speed
6,1.4683050799101822,0.5451353099198554,0.22426311463962323,Speed
7,1.4510404463465747,0.7350120975560015,0.15977773599887612,Speed
8,0.8908402033820473,0.7525465674994117,0.14843772138741607,Speed
9,0.0,0.5293896852409908,0.14256976757909223,Speed
10,3.12179603510501,1.0277956229096483,0.2925892842962242,Speed
11,2.426685820282457,0.5477612857136939,0.30889726838613063,Speed
12,4.116112959302066,0.7745388256985583,0.2815160720873606,Speed
13,1.5679403494533135,0.5346786051987604,0.23208434406934686,Speed
14,0.4987234753203484,0.5005978049375123,0.3231830234912554,Speed
15,2.886109380681235,0.6063809018450392,0.321208381163039,Speed
16,0.6394147821023272,0.6099990616158135,0.13910516231791087,Speed
17,2.862574759522352,0.5790123917343815,0.25681115004619465,Speed
18,1.7184289519633242,0.5086663650513258,0.26407840117445913,Speed
19,1.720064624318461,0.6103211109525571,0.19056853364210896,Speed
20,0.699442747609091,0.5,0.20582888737688343,Speed
21,0.4510148130631031,0.553268189523387,0.1828488831995035,Speed
22,3.2432220013978625,0.8395711836929164,0.2329740705318472,Speed
23,2.082033336284977,0.5,0.21340496097722955,Speed
24,2.27757266799379,0.5550836321305165,0.24469791652187084,Speed
25,1.0129319472465612,0.5604482313591893,0.14485683310380365,Speed
26,6.0,2.0643793386941303,0.14297354886305913,Speed
27,2.5177391251815537,0.5220346532184663,0.2435166331670201,Speed
28,3.1447360346721025,0.5,0.2809169156126431,Speed
29,3.1517061255258496,0.5686798328492699,0.30634335953834313,Speed
30,1.5992041385775653,0.6338966116990703,0.20391072497036405,Speed
31,2.0159985802098417,0.5103250182600131,0.24036572883537344,Speed
32,0.916622071005803,0.68742209755803,0.30899603003586273,Accuracy
33,1.4022840865779795,0.5934650226972,0.37437740883045534,Accuracy
34,0.0,0.7636044505389341,0.5669982546991913,Accuracy
35,6.0,1.6033146186130982,0.2526251487634089,Accuracy
36,2.391618433681204,0.8052579803748441,0.29673407818986186,Accuracy
37,1.8366959504516445,0.8672427181710818,0.2642017442872821,Accuracy
38,4.356913683545347,0.969054405384219,0.36149091231491914,Accuracy
39,2.236213903669958,0.7225057207527475,0.2705428689540749,Accuracy
40,1.588492979250419,0.6710834566040682,0.30407537972780396,Accuracy
41,0.4325826488165914,0.6889160645296074,0.2481521303801446,Accuracy
42,4.251770494768493,1.1439029029704937,0.35693974771783116,Accuracy
43,2.9075943754498175,0.7478638674697702,0.3157421383376168,Accuracy
44,3.0791485147032884,0.6350390699296427,0.29505093229969964,Accuracy
45,3.3651563966538087,0.8486674019173959,0.2894606966328519,Accuracy
46,0.12911917735509987,0.6873297072793995,0.31132413391811886,Accuracy
47,6.0,1.2276779165501939,0.3047645055759497,Accuracy
48,1.948522270386113,0.9023294309805381,0.21791764629379035,Accuracy
49,4.107090662781906,0.8695765876658125,0.2414003621957081,Accuracy
50,2.821358575885081,0.629366104260502,0.274620946902287,Accuracy
51,3.207029913228433,0.7318814862383201,0.2676483230860491,Accuracy
52,2.6047141232553654,0.7864820798542872,0.25580774349630797,Accuracy
53,1.2826624600870622,0.6222385691960175,0.31775105743196824,Accuracy
54,6.0,0.9802352331692886,0.35106448818551805,Accuracy
55,3.417417578065005,0.5,0.29899712570983217,Accuracy
56,3.85804232113837,0.6157939859578885,0.3222602968007563,Accuracy
57,2.991305965947967,0.6250537347303661,0.2948148470069306,Accuracy
58,3.049514451651387,0.7965470484688832,0.2712992611577801,Accuracy
59,3.778796788479588,0.5420273408095801,0.2849773199776107,Accuracy
60,3.5951107338978856,0.5,0.30397613007375335,Accuracy
61,2.897578004755184,0.6222007596563001,0.3026165761735978,Accuracy
62,3.974216604169664,0.7823622978757122,0.2904382580541094,Accuracy
63,4.761020947943855,0.8615350126058146,0.26619145880248035,Accuracy
